글번호,공개여부,제목,등록일,작성자,처리지사,진행현황,내용,답변자,답변내용
149304,공개,간병인 수준,2017-10-24,강**,안산병원,처리완료,저는 안산 산재병원 입원 환자입니다.이 병원은 간병인 협회인 데레사와 선한 이웃이라는 업체를 통해서 간병인을 환자들에게 제공하고 있습니다.그런데 문제는 간병인의 수준입니다.간병인들이 나이가 많은것은 신경안씁니다.일만 잘하면 되니까요.생활 패턴도 매일 똑같은데 왜 하루 하루 했던말 반복해야하고 세스들이 너무 없어서 답답해 죽을 지경입니다.현재는 데녀사라는 압체를 통해서 간병인을 쓰고 있는데 간병인이 환자를 너무 힘들게 합니다.데녀사 팀장한테도 몇번을 말했는지 모릅니다.어머니께서병원에서 제 간병을 보시게해서 고생시키느니 차라리 참고 간병인 쓰자고 포기한 상태입니다.안산병원의 간병인 수준에 환자는 스트레스만 받고있습니다.,안산병원,"귀하께서 제기하신 간병인에 대한 내용에 대해 아래와 같이 답변드립니다. 저희병원은 간병관리를 위해 데레사, 선한이웃 이라는 업체와 협약을 통해 간병관리를 하고 있으며, 간병인에 대한 자격관리는 해당 업체에서 하고 있습니다.  병원과 업체의 협약을 통해 환자 편의를 위한 원활한 간병인 공급, 간병비 상승 억제, 간병시 환자안전관리를 위한 양질의 교육 등을 실시하고 있습니다. 또한, 입원환자 분들이 반드시 상기 업체를 이용해야 하는 것은 아니며, 간병인은 환자 및 보호자분들께서 원하시는 분으로 언제든지 교체하시거나 고용하실 수 있습니다. 상기 간병업체 중 하나를 이용하시고 계신 경우에도 다른 업체로의 간병인 교체 요구는 언제든지 가능합니다. 간병업체 팀장에게 요구한 사항이 제대로 반영되지 않으셨다면 그 업체 외 다른 업체로 직접 간병인 교체 요구하시는 것도 가능합니다. 저희 병원에서도 협약업체와 고객님께서 제기하신 문제점에 대해 논의하여 불편사항이 개선되도록 노력하겠습니다. 추가문의 및 궁금하신 점 있으시면 해당병동 수간호사 또는 원무차장(031-500-1104)에게 연락주시기 바랍니다. 감사합니다"
149082,공개,산재장애인정일이 언제였는지 알고 싶습...,2017-09-22,박**,인천고객지원센터,처리완료,제가 2015.7.1일인가 사고가 났었는데 산재장애등급 14등급을 받았습니다. 그때 판정일이 언제였는지 알고 싶습니다.,인천고객지원센터,"고객님  안녕하십니까? 근로복지공단 고객지원센터입니다. 먼저 근로복지공단에 대한  고객님의 관심에 깊이 감사드립니다. 고객님의 질의 내용에 대해 2017. 09. 25. 09:05 경 유선으로 통화한 바, 장해지급일자를 문의하여 2016.01.07. 지급되었음을 답변 드렸습니다.기타 궁금한 사항이 있으시면 근로복지공단 고객지원센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다"
147872,공개,건강검진 후 불편한점입니다.,2017-05-17,이**,인천병원,처리완료,"위, 대장 내시경 후 구토증세와 복부통증, 목과 가슴 부분이 아프네요.. 타 병원에서도 위, 대장 내경을 받아봤지만 이번처럼 아픈적은 처음입니다. 내시경한 의사분과 마취한 의사분은 근로복지공단 인천병원 진료의가 아니던데 어떻게 된건가요? 5월 15일에 전문의가 내시경, 마취한게 맞나요? 남자 한분, 여자한분이던데... 마취또한 검사 중 깨어서 아픈 통증을 느꼈고 다시 마취를 했는지 기억이없네요. 소수인원만 받아서 건강검진을 진행하는 것이 맘에 들었고 공단병원 전문의가 꼼꼼히 검진을 할줄 알았는데 후회가 됩니다.",인천병원,"이충규님 안녕하세요~~먼저 저희병원을 이용하여주심에 감사드립니다.내시경 간호사와 직접 통화하신 내용과 같이 저희병원은 신뢰할 수 있는 의료진과 장비, 업무절차로 진행되고 있습니다. 간혹 수면내시경으로 인하여 깨어나며 회복하는 과정에서 환자분들이 착각으로 오해하실 수는 있겠다는 생각이 듭니다.검사 전,후 주의사항들을 좀더 세심하게 안내하도록 노력하겠습니다. 고객님의 건강을 기원합니다."
147596,공개,응급에 관한비용,2017-04-12,김**,광주고객지원센터,처리완료,"반갑읍니다 당사의 현장에서 작업하시던 하청작업자가 심하게 다쳐서 근로복지 병원에 입원중 산재처리 하기전에 전문병원으로 이동하였읍니다.(하청업체도 산재와 근로자 재해보험 가입)   응급시 검사비와 입원비를 산재처리 하지않고 일반비용으로 처리하고 전문병원으로 이송하였읍니다 여기서 일반비용으로 처리한 금액을 산재신청시 구제 받을수 있는지 하고,또한 응급차량 이용료도 (78,000원) 구제될수 있는지 궁금합니다,)물론 이송된 전문병원에서는 산재신청을 할겁니다)   추가로 하청업체 사원의 사고시  원청에서는 무엇을 책임지고 어디까지 의무를 다해야 되는지 궁금합니다 한가지 더하면 환자에게 간병인이 필요하다면 그에따른 비용과 신청의 절차는 어떻게 되는지 궁금합니다---     그럼 올바른 가르침을 바랍니다  수고 하십시요",광주고객지원센터,"고객님 안녕하십니까?근로복지공단 고객지원센터입니다.먼저 근로복지공단에 대한  고객님의 관심에 깊이 감사드립니다.○ 산업재해보상보험법에 따른 요양급여는 근로자가 업무상의 사유로 부상을 당하거나 질병에 걸린 경우에 그 근로자에게 지급하는 것이 원칙이나, 부득이한 사유로 진료비 등을 먼저 부담한 근로자나 사업주는 근로자의 명의로 요양비청구서를 작성하여 요양한 의료기관의 진료비내역서와 진료비등 영수증을 첨부(보험가입자가 부담한 경우 보험급여대체지급청구ㆍ증명서 추가 작성)하여 공단 관할지사에 제출하시면 공단은 산업재해보상보험 요양급여기준에 따라 요양비를 산정하여 지급해드리고 있습니다.- 고객님께서는 산재요양급여 신청 전 치료비와 이송료(응급차량 이용료)를 문의하셨는데, 위에서 말씀드린 부득이한 사유에는 [산재보험 최초 요양급여 결정전에 산재근로자가 업무상의 재해로 요양을 받은 경우의 요양비]의 경우 정당한 사유가 있다고 인정되므로 재해근로자가 산재보험 요양급여를 신청하여 업무상 재해로 인정되는 경우 별도 요양비청구서를 제출하시면 산재보험 요양급여기준에 따라 지급될 수 있습니다.- 다만 이송료의 경우 이송은 재해가 발생한 장소에서 의료기관까지의 이송을 말하므로 재해근로자의 상병상태가 특수의료시설 또는 기술을 요하는 경우에 해당되지 않고 단순히 산재보험 요양급여 신청 등을 위하여 산재보험 지정의료기관에서 산재보험 지정의료기관으로의 이송하였다면 요양급여가 지급되지 않을 수 있으므로 추후 업무상 재해 여부가 결정된 이후 관할지사에 관련자료를 제출하시고 상담받으시는 것이 좋을 것으로 판단됩니다.  ○ 추가 질문과 관련하여 건설업의 경우 여러 차례의 도급에 의하여 사업이 시행되는 경우에는 그 원수급인을 사업주로 보며, 다만, 하수급인 사업주 인정 신청하여 공단의 승인을 받은 경우에는 그 하수급인을 사업주로 봅니다. 따라서 원수급인이 산재보험 보험가입자인 경우 재해근로자가 산재요양급여 신청 시 보험가입자로서 재해경위 확인과 요양급여신청을 도와줄 의무가 있으며, 하수급인이 산재보험 가입자인 경우 하수급인 사업주가 보험가입자로서 그 의무를 이행하여야 합니다.- 그리고 재해근로자가 간병인을 사용하게되는 경우 간병이 필요한 정도(간병 필요 등급)에 따라 고시된 금액을 요양비청구서에 동 서식의 의료기관으로부터 소견서를 작성받아 관할지사에 청구하시면 지급해드리고 있습니다.(간병료의 경우 간병을 받았다고하여 무조건 지급되는 것은 아니며, 간병범위에 해당되고 간병이 필요하다는 의학적소견이 인정되어야 지급될 수 있습니다. 요양비청구서 서식 참조)  ※ 요양비청구서 서식은 근로복지공단홈페이지(http://www.kcomwel.or.kr )서식 자료란에서 다운로드 받으시거나 고객지원센터 1588-0075로 전화하셔서 팩스 전송 가능합니다.기타 궁금한 사항이 있으시면 근로복지공단 고객지원센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
147406,공개,산재병원에서 산재병원으로 전원,2017-03-23,이**,광주고객지원센터,처리완료,현재 다니고 있는 산재지정의료병원이 집과 거리가 멀어 불편하여  집 근처에 산재지정의료병원으로 전원이 가능한지 궁금합니다~,광주고객지원센터,고객님 안녕하십니까? 근로복지공단 고객지원센터입니다. 먼저 근로복지공단에 대한  고객님의 관심에 깊이 감사드립니다. 요양 중인 근로자는 아래의 어느 하나에 해당하는 사유가 있으면 공단에 전원(轉院) 요양을 신청할 수 있습니다. ① 요양 중인 산재보험 의료기관의 인력․시설 등이 그 근로자의 전문적인 치료 또는 재활 치료에 맞지 아니하여 다른 산재보험 의료기관으로 옮길 필요가 있는 경우  ② 생활근거지에서 요양하기 위하여 다른 산재보험 의료기관으로 옮길 필요가 있는 경우  ③ 상급종합병원에서 전문적인 치료 후 다른 산재보험 의료기관으로 옮길 필요가 있는 경우 기타 궁금한 사항이 있으시면 근로복지공단 고객지원센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.
146908,공개,"병원식에 수저, 젓가락 환자 세척하게...",2017-02-03,이**,대전병원,처리완료,"단기 입원해서 식사가 나온 후 놀란 이유가 식사후  수저,젓가락를 본인이 세척하라는 말에 놀라서 간호사에게 문의하니 위생상 감염 예방이라니.... 도저히 납득이 안가네요. 옆에 나이드신 환자분은 수액 팔에 꽃고 보호자 없이 계시는데  화장실 세면대에 가서 힘들게 씻고 오시는거 보고 더욱 놀랐습니다. 제 상식으로는 병원 급식기는 다른 어느곳 보다 살균 세척해야 하는걸로 아는대 몸이 불편한 환자가 새면대나 휴게실에서 세제도 없이 수저,젓가락을 세척하라는것은  도저히 이해가 안됩니다. 비용 절감 측면이라면 이해를 할수 았을지 몰라도... 공공병원에서 이런일이..... 확인 후 시정 부탁드립니다.",대전병원,"안녕하십니까? 근로복지공단 대전병원 입니다.먼저 입원하시어 겪으신 불편함과 놀라움에 대해 진심으로 사과의 말씀 드립니다.제기하신 의견에 대해서는 과거 감염예방차원에서의 거론을 포함하여 의견이 분분하였던 사안으로, 이번 고객님의 의견을 기회로 담당자 및 위원회의 의견을 들어 환자분들의 편의를 위해 절차를 밟아 개선토록 하였습니다.다시한번 사과의 말씀 전해드리며2017년 한해 귀댁에 건강과 평안이 가득하시길 기원 드립니다."
146513,공개,일을하다 눈을다쳤어요,2016-12-10,이**,광주고객지원센터,처리완료,아버지가 일을하시다 눈을다치셔서요 아버지는 현장에서일하시는 근로자입니다 근무하시다 머리위에서 물건이떠러져서 한쪽 눈이 백냉술술과 강막이 망가졌다고 대학병원에서 진단을받았습니다 일주일 경과를보고 수술을해야할수도있다고합니다 산재가되는지와 상담해보고싶습니다,광주고객지원센터," 고객님 안녕하십니까?근로복지공단 고객지원센터입니다.먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 고객님께서 문의하신 사항에 대하여 2016.12.12. 10:55경 유선안내 드렸으며 답변 내용은 다음과 같습니다.ㅁ 재해를 당한 사람이 산재보상(요양급여)를 받기 위해서는 1) 근로기준법상 근로자가 2) 산업재해보상보험법의 적용을 받는 사업장에서 3) 업무상 재해를 당한 경우에 해당하여야 하는데, 업무상 재해에 해당하는지 여부는 재해 근로자의 민원신청에 의해 근로복지공단에서 판단을 하고 있습니다.ㅁ 산재보험으로 요양급여(보통 치료를 의미)를 받기 위해서는 4일 이상의 요양(입원과 통원기간 포함)을 필요로 하는 업무상 재해에 해당되어야 합니다.  ㅁ 현재로서는 고객님 부친의 재해가 업무상 재해에 해당하는지 알 수 없으므로 정확한 판단을 받아 보시고 싶으시다면 근로복지공단에 산재요양급여신청서를 제출하셔서  행정처분(요양승인 또는 불승인)을 받아 보시기 바라며 소멸시효는 3년이 도과하지 않아야 합니다.ㅁ 민원신청 절차는 다음과 같습니다. 읽어보시고 재해근로자, 사업장, 치료받은 병원에서 작성해 줘야 하는 부분이 무엇인지 살펴보시고 준비하시기 바랍니다.ㅇ 일반적인 신청절차 : 신청절차는 먼저 사업주와 치료받은 병원의 원무과에 산재보상신청을 하겠다는 의사표시를 하신 후 보통 병원에서 보관하고 있는 산재요양급여신청서 서식(근로복지공단 인터넷 홈페이지 www.kcomwel.or.kr 서식자료에서 다운로드하시거나 고객지원센터 1588-0075에 전화하셔서 서식을 팩스로 전송받으실 수도 있음)에 인적사항과 재해경위 등을 작성 후 날인을 하시고, 이것을 사업주에게 보여줘 사업주로부터 사실이라는 확인날인을 받습니다. 그런 후에 병원 원무과에 제출하시면 병원에서 서식의 주치의 소견란에 주치의 소견과 날인을 하여 인터넷으로 공단에 접수를 하거나, 인터넷 접수가 어려울 경우 고객님께 작성된 신청서를 내어 주면 공단에 우편이나 방문하여 제출하시면 됩니다. ㅇ 사업주가 산재보험 요양급여신청서에 날인을 거부하는 경우 : 만약 사업주가 고객님이 산재보상 받는 것을 거부하는 등의 이유로 산재요양급여신청서에 확인날인을 하지 않는 경우에는 사업주 날인을 누락한 채로 일반적인 요양급여신청 절차를 거쳐 제출하시기 바랍니다.(다만, 빈 종이에 사업주가 날인을 거부하는 사유를 기재하셔서 산재요양급여신청서와 함께 공단에 제출하시면 되겠습니다) ㅇ 제출처 : 사업장(공사현장)을 관할하는 근로복지공단 지사의 재활보상부ㅇ 제출주체 : 요양급여신청서의 제출 주체는 근로자입니다. 다만, 편의상 사업주가 제출하는 것을 도와주거나, 근로자 동의 하에 치료병원에서 제출을 대행할 수 있습니다. ㅇ 첨부서류 : 업무상 재해에 대한 입증책임은 근로자에게 있습니다. 따라서 위에서 말씀드린 산재보험 요양급여신청서에 고객님의 주장을 뒷받침할 수 있는 자료(근로계약서, 목격자확인서, 임금대장 등), 의학적 사실을 입증할 자료(의무기록지, mri 등 검사자료 등)를 제출하시면 되겠습니다. 부족한 자료들은 추후 근로복지공단의 담당자가 제출을 요청할 것이므로 첨부서류가 부족한 상태에서 산재 요양급여신청서를 제출하셔도 됩니다.  기타 궁금한 사항이 있으시면 근로복지공단 고객지원센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
146326,공개,장해급여 진단서관련,2016-11-10,지**,광주고객지원센터,처리완료,의원에서 치료를 받다가 산재가 종결되었습니다 십자인대파열로 인한 장해가 예상되어 근로복지공단 소속병원에서 검사를 했는데 장해가 예상된다 합니다 종결한 병원에서 장해진단을 받아야 하는지 근로복지공단 소속병원에서 검사한 의사에게 장해진단을 받아야 하는지 궁금합니다,광주고객지원센터,"고객님 안녕하십니까? 근로복지공단 고객지원센터입니다. 먼저 근로복지공단에 대한  고객님의 관심에 깊이 감사드립니다.1. 고객님께서 산재보험 장해급여 진단서 발급과 관련된 내용을 문의 하셨습니다.2. 장해진단서는 원칙적으로 요양을 종결할 당시의 산재보험 의료기관에서 발급받아야 하나,  예외적으로 종결 산재보험 의료기관에 장해를 남게 한 상병에 대한 진료과목 또는 장해 진단을 위한 검사장비가 없거나 그 의료기관이 휴업・폐업한 경우에는 수술 또는 치료 등을 한 다른 산재보험 의료기관에서 발급받은 장해진단서를 제출할 수 있습니다.3. 또한, 우리공단은 현재 장해진단의 공정성 강화를 위해 장해진단 전문의료기관 시범운영을 실시하고 있습니다. 따라서 고객님 관할지사가 이 제도의 적용을 받을 수도 있습니다.4. 따라서, 고객님의 장해진단과 관련한 내용은 관할 근로복지공단 지역본부 또는 지사 담당자와의 상담을 통하여 처리해 주시기 바랍니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
146279,공개,회사건강검진에대해서,2016-11-03,김**,순천병원,처리완료,매년마다 회사로와서건강검진을 도와주시는거에대해 감사드립니다. 그런데.. 매년마다하는거지만..그잠깐잠깐..그리고 빠른일처리를위해 진행되는순서. 그리고 아주성의없고간단한상담으로다 건강하다자부할까요? 문진표에어떻게적냐에따라 재검진이나오냐 안나오냐아닌가요? 전 지금교대근무중입니다.그리고귀에서이명소리도들리구요 속도안좋고 수면장애도있는거같습니다  이건분명제생각입니다. 현재2근무를하고 새벽2시에잤는데도 1근근무시간인5시가대니눈이떠져 지금까지잠을설치고있습니다. 속이불펀하다고적었더니 재검나와서위내시경할수도있어요~간호사분이말하길래. 마지막의사상담에서는 술많이마신다고적어놨더니 저위에？편한걸다 술로연관을하더군요 재검이싫고 재검을위해선 제아까운휴가를써야기에(한달에5번) 그냥다맞다고하고 왔습니다 저희는협력사입니다 3조3교대 교대하는마지막날은 하루에2번을근무를나갈때도있습니다. 당연히 잠은몇시간못자겠죠..그리고 야간 새벽근무를나가는데 문진표에 20일이상을먹는다했는데 그건배경은모르고 아 거의매일드시는줄로만알더라고요.. 그래서지금느끼는게  자기가작성하는 문진표대로만한다면과연..어는정도효과가있을지 의문이되어서 이렇게 글한번적어보네요..,순천병원," 귀하의 건강과 행복이 함께 하시길 기원 하오며, 병원 이용에 대한 소중한 의견을 주셔서 먼저 감사 드립니다. 해당부서에서 직접 민원과 유선 통화로 귀하의 답변에 양해 말씀 드렸으며, 더욱 더 최선을 다하는 순천병원이 되겠습니다."
145933,공개,산재 및 급여 관련,2016-08-30,김**,광주고객지원센터,처리완료,산재보험관련해서 질문 있습니다. 현재 가게를 운영하고 있고 8월 27일 직원 한명이 일을 하던 중 다리를 다쳐서 병원에 현재 입원해 있습니다. 문제는 그 직원에게 8월 25일에 8월 한달분 급여를 이미 지급했고 27일 다쳤기 때문에 그 직원은 (고의는 아니지만) 일도 안 하고 급여를 미리 받은 셈이 되버린거죠. 28일부터 8월 31일까지 일 못한거에 대해 보상을 받을 수 있는지 궁금합니다.  산재가 근로자를 위한 정책이라지만 아무리 검색을 해도 이러한 사태에 대해 점주를 위한 관련 글은 없어서 답답합니다.  보상 받을 수 있는 법이 있나요?,광주고객지원센터," 고객님 안녕하십니까? 근로복지공단 고객지원센터입니다. 먼저 근로복지공단에 대한 고객님의 관심에 깊이 감사드립니다. 고객님이 문의 주신 내용 관련으로 2016.08.31. 15:40경 유선안내 드렸으며 고객님의 요청으로 청구서 및 구비서류등는 문자로 전송해드렸습니다.  위의 답변으로 고객님의 궁금증이 해소되었기를 바라며, 답변이 충분하지 않았거나 기타 궁금한 사항이 있으시면 사업장 관할 근로복지공단 지사 재활보상부나 고객지원센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다.  업무처리가 잘 되시기를 바라고, 늘 좋은 일만 가득하시길 바라겠습니다. 저희도 보다 더 나은 서비스를 제공하고자 항상 노력할 것이며, 이용해 주셔서 감사합니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.      "
145644,공개,휴업급여 질문이요,2016-07-06,박**,광주고객지원센터,처리완료,휴업급여를 월요일 4일에신청을햇는데 5일날들어오는줄알고기달렷는디 아직안들어와서요.. 혹시 접수가안됫나궁금해서요 얼랴 신청하고 다음날에들어왓는데..,광주고객지원센터,"고객님 안녕하십니까? 근로복지공단 고객지원센터입니다. 먼저 근로복지공단에 대한  고객님의 관심에 깊이 감사드리며, 질문 내용에 대해 아래와 같이 답변 드리오니 참고하시기 바랍니다.고객님이 2016. 7. 4. 청구하신 휴업급여 지급과 관련하여 담당자에게 확인한 결과 금일 지급이 완료 되었다는 회신을 받았습니다. 자세한 내용은 관할지역본부 담당자(경인지역본부 재활보상부 032-451-9201)에게 문의하여 주시기 바랍니다. 기타 궁금한 사항이 있으시면 근로복지공단 고객지원센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
145627,공개,휴업급여 부탁질문이요.,2016-07-05,박**,광주고객지원센터,처리완료,휴업급여를근처하면 오후쯤에 들어오더오시는데 오전중으로 가능한거요?,광주고객지원센터,"고객님 안녕하십니까? 근로복지공단 고객지원센터입니다. 먼저 근로복지공단에 대한  고객님의 관심에 깊이 감사드리며, 고객님의 질의 내용에 대해 아래와 같이 답변 드리오니 참고하시기 바랍니다.1. 고객님께서 휴업급여 오전 지급 가능여부에 대해 문의하셨습니다.2. 해당 업무는 우리 고객지원센터가 아닌 관할지사에서 처리하게 되며, 휴업급여를 청구하게 되면, 접수 →  담당자 배분 → 검토 → 지급여부 결정 및 결재 → 지급 등의 과정을 거치게 됩니다.3. 따라서, 휴업급여 지급 시간을 정확하게 특정하는 것은 어려울 것으로 판단되지만, 관할 근로복지공단 지사 재활보상부 담당자와 상담을 받아 보시는 것이 좋을 것으로 판단되어 담당자에게 고객님께 전화연락 드리도록 전달하였습니다. 기타 궁금한 사항이 있으시면 근로복지공단 고객지원센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
145552,공개,휴업급여를 신청햇는데요,2016-06-24,박**,광주고객지원센터,처리완료,오늘안으로가능한가요?,광주고객지원센터,고객님 안녕하십니까? 근로복지공단 고객지원센터입니다. 먼저 근로복지공단에 대한  고객님의 관심에 깊이 감사드립니다.고객님께서는 휴업급여청구서 접수를 하시고 오늘 지급 가능한지 여부를 문의 주셨습니다.고객님께서 휴업급여청구서를 접수한 경인지역본부 재활보상부 담당자에게 확인한 결과 오늘 지급(16시 예정) 가능함을 안내해드립니다. 기타 궁금한 사항이 있으시면 근로복지공단 경인지역본부 재활보상부(032-451-9201) 또는 고객지원센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.
145324,공개,김해에 산재보험이 되는 병원이 어디있...,2016-05-18,이**,광주고객지원센터,처리완료,김해에 산재보험이 되는 병원이 어디있나요?,광주고객지원센터,"고객님 안녕하십니까? 근로복지공단 고객지원센터입니다. 먼저 근로복지공단에 대한  고객님의 관심에 깊이 감사드립니다.고객님께서 문의하신 김해에 있는 산재지정병원 조회방법에 대해 아래와 같이 안내해드립니다.근로복지공단 홈페이지(www.kcomwel.or.kr) 접속한 후 상단의 의료서비스->좌측의 산재지정 의료기관찾기-> 시도(경남 선택), 시군구(김해시 선택)->조회 버튼을 누르시면 김해시에 산재지정 의료기관을 확인하실 수 있습니다. 기타 궁금한 사항이 있으시면 근로복지공단 고객지원센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다.  "
145273,공개,지역에 전원신청 가능 병원이 없습니다...,2016-05-11,김**,광주고객지원센터,처리완료,"간략하게 요지만 말씀드리겠습니다.  2015년 10월 23일 사고로 일주일간 병원입원 수술 을 하였습니다.  12월달까지 거제도에서 경남 양산 최초 수술한 병원(2시간 30분소요)으로 통원치료 1월부터 산재 급여 지금 안되니 직장복귀 명령~ 직장복귀후 몇차례를 제외하고는 사비로  인근 병원에서 치료  전원을 신청하려니 거제도에는 안과진료를 볼수있는 산재 병원이 없다고 함.  담당자에게 전화해서 근로자의 번거러움을 들어줄수있도록 안과도 추가 지정을 해줄수 없냐고 말씀드렸더니, 진료 받고싶으면 지정병원으로 가라고 함.   시간도 돈도 많이 투자되어 사업주 측에도 많은 손해를 끼칠것 같다고 말씀드렸더니,  ""그러니까, 교통비 등등... 지급하는것 아니냐고 함. ""  여기는 거제도 입니다.  산업 여건상 조선소가 많다보니, 눈으로 인해 재해가 발생하지 말라는 법은 없는데 말입니다.  안과 병원을 가지고 문제 제기를 하는 사람은 저가 처음이라고 합니다.  그리고 차후에 저와 같은 상황인 안과 치료를 받아야 하는 사람이 생긴다고 하면 똑같이 타 지역에(2시간 3시간)가서 진료를 받고 청구하라는 식의 말을 할것이라고 합니다.   요즘같이 어려운 시기에 일자리 찾기도 힘들고, 사업주 측에도 최대한 불편을 끼쳐서는 안되는것 아닙니까? 가까운 곳에 통원 치료를 할수있는 병원이 있다면, 일석 2조가 아닐까 쉽습니다.  근로자의 편의와, 사업주의 부담을 들어줄수 있게끔 가까운곳에 지정병원 진료과를 증설해 주시는 것은 안될까요??  자기는 모른다고, 그렇게 할수없다고만 하는 담당직원들~~~ 근로자의 편의를 위한 근로자의 편에서 일하는 곳이 근로복지 공단 아닌가요? 그렇찮아도 눈은 안보이고, 답답한데... 이런일들오 이곳저곳 연락해야하니, 참 답답합니다.  공단 담당자분들께서, 최대한 근로자들이 능률에만 집중할 수 있도록 도움을 주신다면, 나라 경제에도 보탬이 될거라 생각합니다.   그동안 여러곳의  전화 응대하시는 직원분들의 전화에서는 책임감이라고는 찾아볼 수 없었음을 말씀드립니다.",광주고객지원센터,"고객님 안녕하십니까? 근로복지공단 고객지원센터입니다. 먼저 근로복지공단에 대한  고객님의 관심에 깊이 감사드립니다.먼저 고객님께 불편을 끼쳐드려 죄송하다는 말씀을 드리며, 고객님께서 문의주신 거제도 안과병원에 대한 산재병원 지정과 관련하여 관할지사인 통영지사에서 유선으로 고객님께 답변드릴 수 있도록 조치해드렸습니다. 기타 궁금한 사항이 있으시면 근로복지공단 고객지원센터(☎1588-0075)로 전화를 주시면 성심 성의껏 답변해 드리겠습니다. 이용해 주셔서 감사합니다. 오늘도 행복한 하루 보내시길 바랍니다. ※ 인터넷 질의응답은 법적인 효력을 갖는 결정이나 판단이 아니므로 각종 권리 주장의 근거 또는 증거 자료등으로 사용할 수 없으니 참고하시기 바랍니다."
